filepath,filename,width,height,aesthetic_score_raw,quality_score_raw,aesthetic_score_norm,quality_score_norm,aesthetic_score_global_norm,quality_score_global_norm,final_score,final_score_batch,final_score_global,bucket,feedback,comment,is_raw,aspect_ratio,megapixels,label
D:\松下\mwh_PixCake\职业照_0097.jpg,职业照_0097.jpg,4000.0,6000.0,5.864103317260742,0.6543191075325012,0.7473904249165705,0.7173196846306991,0.5404559241400825,0.6543191075325012,0.7353621288022218,0.7353621288022218,0.58600119749705,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0102.jpg,职业照_0102.jpg,4000.0,6000.0,5.809832572937012,0.6050238013267517,0.7247363553886765,0.6408330756922761,0.5344258414374458,0.6050238013267517,0.6911750435101164,0.6911750435101164,0.5626650253931682,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0103.jpg,职业照_0103.jpg,4000.0,6000.0,5.859652519226074,0.6270931363105774,0.7455325420113623,0.6750758611492422,0.5399613910251193,0.6270931363105774,0.7173498696665144,0.7173498696665144,0.5748140891393025,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0106.jpg,职业照_0106.jpg,4000.0,6000.0,5.716250419616699,0.5886813998222351,0.6856726455703207,0.6154762015961198,0.5240278244018555,0.5886813998222351,0.6575940679806404,0.6575940679806404,0.5498892545700074,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0108.jpg,职业照_0108.jpg,4000.0,6000.0,5.707219123840332,0.5773943662643433,0.6819027396109633,0.5979632376191025,0.5230243470933702,0.5773943662643433,0.648326938814219,0.648326938814219,0.5447723547617593,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0118.jpg,职业照_0118.jpg,4000.0,6000.0,6.209984302520752,0.6275282502174377,0.8917704585073482,0.6757509839915427,0.578887144724528,0.6275282502174377,0.8053626687010259,0.8053626687010259,0.5983435869216919,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0122.jpg,职业照_0122.jpg,4000.0,6000.0,6.13079833984375,0.6279302835464478,0.8587161061767938,0.676374779001312,0.5700887044270834,0.6279302835464478,0.785779575306601,0.785779575306601,0.5932253360748291,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0123.jpg,职业照_0123.jpg,4000.0,6000.0,6.050198554992676,0.6276537775993347,0.8250715864138481,0.6759457523074173,0.561133172776964,0.6276537775993347,0.7654212527712758,0.7654212527712758,0.5877414147059122,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0133.jpg,职业照_0133.jpg,4000.0,6000.0,6.279367923736572,0.6316064596176147,0.9207330496548765,0.6820787346755207,0.5865964359707303,0.6316064596176147,0.8252713236631342,0.8252713236631342,0.6046004454294841,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0136.jpg,职业照_0136.jpg,4000.0,6000.0,5.994196891784668,0.6550688147544861,0.8016949847511882,0.7184829305362408,0.554910765753852,0.6550688147544861,0.7684101630652092,0.7684101630652092,0.5949739853541056,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0145.jpg,职业照_0145.jpg,4000.0,6000.0,6.012026786804199,0.6604040265083313,0.8091376628732735,0.7267610463738181,0.5568918652004666,0.6604040265083313,0.7761870162734914,0.7761870162734914,0.5982967297236126,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0146.jpg,职业照_0146.jpg,4000.0,6000.0,6.018700122833252,0.6359567046165466,0.8119232929630943,0.6888285758598083,0.5576333469814725,0.6359567046165466,0.7626854061217798,0.7626854061217798,0.5889626900355022,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0151.jpg,职业照_0151.jpg,4000.0,6000.0,6.215002059936523,0.6523922085762024,0.8938650055195085,0.7143299077477004,0.5794446733262804,0.6523922085762024,0.8220509664107853,0.8220509664107853,0.6086236874262492,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0154.jpg,职业照_0154.jpg,4000.0,6000.0,5.940779685974121,0.6736983060836792,0.7793972051740466,0.7473884537532067,0.5489755206637912,0.6736983060836792,0.7665937046057107,0.7665937046057107,0.5988646348317463,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0157.jpg,职业照_0157.jpg,4000.0,6000.0,6.028098106384277,0.677227795124054,0.8158462642700096,0.7528648097952371,0.5586775673760308,0.677227795124054,0.7906536824801006,0.7906536824801006,0.60609765847524,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0159.jpg,职业照_0159.jpg,4000.0,6000.0,5.864546298980713,0.6545621752738953,0.7475753374105643,0.7176968285965759,0.5405051443311903,0.6545621752738953,0.7356239338849689,0.7356239338849689,0.5861279567082723,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0163.jpg,职业照_0163.jpg,4000.0,6000.0,5.784577369689941,0.6869905591011047,0.7141941537397108,0.7680127167248366,0.5316197077433268,0.6869905591011047,0.7357215789337612,0.7357215789337612,0.593768048286438,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0176.jpg,职业照_0176.jpg,4000.0,6000.0,5.9465012550354,0.6543600559234619,0.7817855421120788,0.7173832201639402,0.5496112505594889,0.6543600559234619,0.7560246133328233,0.7560246133328233,0.5915107727050781,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0178.jpg,职业照_0178.jpg,4000.0,6000.0,6.045226097106934,0.6579431891441345,0.822995948644884,0.7229428105289939,0.560580677456326,0.6579431891441345,0.782974693398528,0.782974693398528,0.5995256821314494,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\mwh_PixCake\职业照_0193.jpg,职业照_0193.jpg,4000.0,6000.0,5.822120666503906,0.6713774800300598,0.7298657364115193,0.7437874594914734,0.5357911851671007,0.6713774800300598,0.7354344256435009,0.7354344256435009,0.5900257031122843,top,,,0.0,0.6666666666666666,24.0,1
D:\松下\P1001069.jpg,P1001069.jpg,3331.0,5922.0,5.322412490844727,0.6761202216148376,0.5212740928638905,0.7511462984725484,0.48026805453830296,0.6761202216148376,0.6132229751073537,0.6132229751073537,0.5586089213689168,mid,,,0.0,0.5624788922661264,19.726182,1
D:\松下\P1001070.jpg,P1001070.jpg,3948.0,5922.0,5.21409797668457,0.6758013367652893,0.47606069906874965,0.7506515166634652,0.4682331085205078,0.6758013367652893,0.5858970261066359,0.5858970261066359,0.5512603998184205,mid,,,0.0,0.6666666666666666,23.380056,1
D:\松下\P1001078.jpg,P1001078.jpg,4000.0,6000.0,5.165375709533691,0.5810449123382568,0.4557227132654113,0.6036274257834222,0.46281952328152126,0.5810449123382568,0.5148845982726157,0.5148845982726157,0.5101096789042154,mid,,,0.0,0.6666666666666666,24.0,1
D:\松下\P1001093.jpg,P1001093.jpg,5834.0,3282.0,5.228979110717773,0.6807183027267456,0.48227248498108477,0.7582806822292039,0.46988656785753036,0.6807183027267456,0.5926757638803324,0.5926757638803324,0.5542192618052164,mid,,,0.0,1.7775746496039,19.147188,1
D:\松下\P1001099.jpg,P1001099.jpg,2829.0,1591.0,4.701784610748291,0.26459529995918274,0.26220730979590356,0.1126241312764344,0.4113094011942546,0.26459529995918274,0.2023740383881159,0.2023740383881159,0.35262376070022583,low,,,0.0,1.7781269641734758,4.500939,1
D:\松下\P1001105.jpg,P1001105.jpg,3890.0,5834.0,4.690290927886963,0.6844294667243958,0.25740953718532533,0.7640389251785399,0.41003232532077366,0.6844294667243958,0.4600612923826112,0.4600612923826112,0.5197911818822225,low,,,0.0,0.6667809393212204,22.69426,1
D:\松下\P1001113.jpg,P1001113.jpg,4472.0,2516.0,4.8862624168396,0.6152262687683105,0.33921331178873876,0.6566632266229236,0.43180693520439994,0.6152262687683105,0.4661932777224127,0.4661932777224127,0.5051746686299642,mid,,,0.0,1.7774244833068362,11.251552,1
D:\松下\P1001124.jpg,P1001124.jpg,5936.0,3876.0,5.533748626708984,0.6938002109527588,0.609491484670177,0.7785785741720012,0.5037498474121094,0.6938002109527588,0.6771263204709067,0.6771263204709067,0.5797699928283692,top,,,0.0,1.5314757481940144,23.007936,1
D:\松下\P1001129.jpg,P1001129.jpg,6172.0,3472.0,5.734594345092773,0.6925112009048462,0.6933298938415182,0.7765785458723313,0.5260660383436415,0.6925112009048462,0.7266293546538435,0.7266293546538435,0.5926441033681233,top,,,0.0,1.7776497695852536,21.429184,1
D:\松下\P1001132.jpg,P1001132.jpg,6098.0,3430.0,5.558623313903809,0.715829074382782,0.6198748486762933,0.8127585639563752,0.5065137015448676,0.715829074382782,0.6970283347883262,0.6970283347883262,0.5902398506800334,top,,,0.0,1.7778425655976677,20.91614,1
D:\松下\P1001135.jpg,P1001135.jpg,5789.0,3859.0,5.44575309753418,0.6476534605026245,0.5727597821495948,0.7069772650995617,0.4939725663926866,0.6476534605026245,0.6264467753295815,0.6264467753295815,0.5554449240366617,mid,,,0.0,1.5001295672454003,22.339751,1
D:\松下\P1001149.jpg,P1001149.jpg,5429.0,3054.0,5.341029644012451,0.5074259638786316,0.5290453937282619,0.4894002476868488,0.4823366271124946,0.5074259638786316,0.5131873353116967,0.5131873353116967,0.4923723618189494,mid,,,0.0,1.7776686313032088,16.580166,1
D:\松下\P1001153.jpg,P1001153.jpg,2199.0,3910.0,5.112604141235352,0.5939722657203674,0.43369444016498415,0.6236855103933312,0.45695601569281685,0.5939722657203674,0.5096908682563229,0.5096908682563229,0.511762515703837,mid,,,0.0,0.5624040920716112,8.59809,1
D:\松下\P1001155.jpg,P1001155.jpg,5834.0,3890.0,5.23024845123291,0.3591728210449219,0.48280234187991317,0.25937063568919455,0.4700276056925456,0.3591728210449219,0.39342965940362573,0.39342965940362573,0.4256856918334961,low,,,0.0,1.4997429305912597,22.69426,1
D:\松下\P1001156.jpg,P1001156.jpg,5834.0,3282.0,4.995957374572754,0.29924044013023376,0.38500293988970535,0.16637953907976316,0.4439952638414171,0.29924044013023376,0.2975535795657285,0.2975535795657285,0.3860933343569437,low,,,0.0,1.7775746496039,19.147188,1
D:\松下\P1001176.jpg,P1001176.jpg,5834.0,3890.0,4.822014331817627,0.46755459904670715,0.31239443168568143,0.4275358284455518,0.42466825909084743,0.46755459904670715,0.3584509903896296,0.3584509903896296,0.44182279507319133,low,,,0.0,1.4997429305912597,22.69426,1
D:\松下\P1001181.jpg,P1001181.jpg,5865.0,3299.0,5.223749160766602,0.31213268637657166,0.48008936309289935,0.1863831514493824,0.46930546230740017,0.31213268637657166,0.36260687843549255,0.36260687843549255,0.4064363519350688,low,,,0.0,1.777811458017581,19.348635,1
D:\松下\P1001315.jpg,P1001315.jpg,5834.0,3282.0,4.597924709320068,0.595826268196106,0.2188533912632927,0.6265621810795992,0.3997694121466743,0.595826268196106,0.3819369071898153,0.3819369071898153,0.4781921545664469,low,,,0.0,1.7775746496039,19.147188,1
D:\松下\P1001335.jpg,P1001335.jpg,6000.0,4000.0,4.877622604370117,0.45191267132759094,0.33560682149953086,0.4032658096429183,0.4308469560411241,0.45191267132759094,0.3626704167568858,0.3626704167568858,0.43927324215571084,low,,,0.0,1.5,24.0,1
D:\松下\P1001377.jpg,P1001377.jpg,4923.0,2769.0,4.89462947845459,0.5733619332313538,0.3427059485294381,0.5917065135574378,0.4327366087171767,0.5733619332313538,0.442306174540638,0.442306174540638,0.48898673852284746,low,,,0.0,1.7778981581798483,13.631787,1
D:\松下\P1001388.jpg,P1001388.jpg,5154.0,2899.0,4.961024761199951,0.5557267069816589,0.3704211267600027,0.564343692276419,0.4401138623555501,0.5557267069816589,0.44799015296656924,0.44799015296656924,0.48635900020599365,low,,,0.0,1.7778544325629528,14.941446,1
D:\松下\P1001404.jpg,P1001404.jpg,5834.0,3890.0,4.815245151519775,0.6115542054176331,0.3095687936181503,0.6509656522468135,0.4239161279466417,0.6115542054176331,0.4461275370696156,0.4461275370696156,0.4989713589350382,low,,,0.0,1.4997429305912597,22.69426,1
D:\松下\P1001407.jpg,P1001407.jpg,4000.0,6000.0,5.0659871101379395,0.5835149884223938,0.4142352365586133,0.6074599964283227,0.45177634557088214,0.5835149884223938,0.4915251405064971,0.4915251405064971,0.5044718027114868,mid,,,0.0,0.6666666666666666,24.0,1
D:\松下\P1001409.jpg,P1001409.jpg,4000.0,6000.0,5.105796813964844,0.5808300375938416,0.4308528785242351,0.6032940260784232,0.45619964599609375,0.5808300375938416,0.49982933754591036,0.49982933754591036,0.5060518026351929,mid,,,0.0,0.6666666666666666,24.0,1
D:\松下\P1001414.jpg,P1001414.jpg,6000.0,2769.0,5.093358039855957,0.7593862414360046,0.42566059938718126,0.8803418748087345,0.4548175599839952,0.7593862414360046,0.6075331095558025,0.6075331095558025,0.5766450325647989,mid,,,0.0,2.1668472372697725,16.614,1
D:\松下\P1001416.jpg,P1001416.jpg,5834.0,2693.0,4.9574103355407715,0.7000517249107361,0.3689123681975988,0.7882784247293982,0.4397122595045302,0.7000517249107361,0.5366587908103186,0.5366587908103186,0.5438480456670125,mid,,,0.0,2.1663572224285184,15.710962,1
D:\松下\P1001420.jpg,P1001420.jpg,4000.0,6000.0,5.046938419342041,0.7083856463432312,0.4062838002722135,0.8012093392239805,0.4496598243713379,0.7083856463432312,0.5642540158529203,0.5642540158529203,0.5531501531600953,mid,,,0.0,0.6666666666666666,24.0,1
D:\松下\P1001424.jpg,P1001424.jpg,5834.0,3890.0,4.9906415939331055,0.5740273594856262,0.3827839899617794,0.5927389890932517,0.4434046215481228,0.5740273594856262,0.4667659896143683,0.4667659896143683,0.4956537167231242,mid,,,0.0,1.4997429305912597,22.69426,1
D:\松下\P1001425.jpg,P1001425.jpg,5834.0,3890.0,5.046744346618652,0.4692797362804413,0.406202789093467,0.43021255179140144,0.4496382607354058,0.4692797362804413,0.4158066941726408,0.4158066941726408,0.45749485095341996,low,,,0.0,1.4997429305912597,22.69426,1
D:\松下\P1001430.jpg,P1001430.jpg,4000.0,2250.0,5.199915885925293,0.6343706250190735,0.470140712635634,0.6863676143757513,0.4666573206583659,0.6343706250190735,0.556631473331681,0.556631473331681,0.533742642402649,mid,,,0.0,1.7777777777777777,9.0,1
D:\松下\P1001432.jpg,P1001432.jpg,4000.0,2250.0,4.977402687072754,0.6225554347038269,0.37725771387647844,0.6680351622472787,0.44193363189697266,0.6225554347038269,0.4935686932247985,0.4935686932247985,0.5141823530197144,mid,,,0.0,1.7777777777777777,9.0,1
D:\松下\P1001443.jpg,P1001443.jpg,6000.0,4000.0,5.074992656707764,0.7347396612167358,0.4179943941060486,0.8421002350259834,0.4527769618564182,0.7347396612167358,0.5876367304740225,0.5876367304740225,0.5655620416005452,mid,,,0.0,1.5,24.0,1
D:\松下\P1001445.jpg,P1001445.jpg,5865.0,3910.0,4.9229326248168945,0.49608758091926575,0.3545204436785206,0.4718076099661819,0.4358814027574327,0.49608758091926575,0.40143531019358514,0.40143531019358514,0.45996387402216593,low,,,0.0,1.5,22.93215,1
D:\松下\P1001446.jpg,P1001446.jpg,5865.0,3910.0,4.720771789550781,0.2620147466659546,0.27013306932048936,0.10862014416739643,0.41341908772786456,0.2620147466659546,0.2055278992592522,0.2055278992592522,0.3528573513031006,low,,,0.0,1.5,22.93215,1
D:\松下\P1001450.jpg,P1001450.jpg,4000.0,6000.0,4.8636794090271,0.6312012076377869,0.32978655644369287,0.68144994560637,0.42929771211412215,0.6312012076377869,0.4704519121087637,0.4704519121087637,0.5100591103235881,mid,,,0.0,0.6666666666666666,24.0,1
D:\松下\P1001479.jpg,P1001479.jpg,3890.0,5834.0,4.889163017272949,0.7228584885597229,0.34042410048730115,0.823665404680192,0.4321292241414388,0.7228584885597229,0.5337206221644575,0.5337206221644575,0.5484209299087524,mid,,,0.0,0.6667809393212204,22.69426,1
D:\松下\P1001508.jpg,P1001508.jpg,6000.0,4000.0,4.8207268714904785,0.5671383142471313,0.3118570110895745,0.5820499448480128,0.4245252079433865,0.5671383142471313,0.4199341845929498,0.4199341845929498,0.48157045046488445,low,,,0.0,1.5,24.0,1
